144.374	42.062	533.256	179.316	60.315	-34.383
144.302	42.197	533.522	179.316	60.267	-34.214
144.262	42.272	533.794	179.317	60.327	-33.870
144.239	42.350	534.029	179.289	60.288	-33.554
144.213	42.404	534.249	179.294	60.265	-33.360
144.184	42.447	534.513	179.299	60.231	-33.180
144.172	42.446	534.797	179.239	60.303	-32.799
144.208	42.469	535.030	179.208	60.298	-32.516
144.221	42.458	535.286	179.188	60.282	-32.327
144.247	42.430	535.596	179.173	60.259	-32.101
144.316	42.404	535.869	179.122	60.358	-31.692
144.366	42.362	536.123	179.120	60.387	-31.441
144.410	42.287	536.424	179.121	60.380	-31.258
144.485	42.166	536.673	179.038	60.542	-31.102
144.561	42.073	536.934	179.014	60.604	-30.770
144.625	41.927	537.226	179.004	60.633	-30.583
144.709	41.766	537.545	178.994	60.656	-30.373
144.802	41.587	537.821	178.967	60.778	-29.922
144.856	41.385	538.101	178.927	60.826	-29.709
144.953	41.143	538.456	178.910	60.861	-29.509
145.028	40.884	538.763	178.873	61.041	-29.057
145.092	40.613	539.074	178.851	61.135	-28.771
145.171	40.275	539.407	178.792	61.211	-28.538
145.287	39.908	539.748	178.719	61.408	-28.091
145.386	39.452	540.038	178.682	61.524	-27.766
145.521	38.922	540.418	178.606	61.633	-27.522
145.647	38.325	540.715	178.530	61.840	-27.075
145.785	37.602	541.023	178.481	61.959	-26.778
145.914	36.847	541.336	178.391	62.175	-26.475
146.118	36.044	541.690	178.346	62.390	-26.106
146.284	35.145	541.984	178.284	62.591	-25.734
146.471	34.278	542.266	178.153	62.762	-25.477
146.663	33.329	542.612	178.125	63.021	-25.105
146.851	32.374	542.846	178.065	63.230	-24.733
147.027	31.445	543.089	177.917	63.468	-24.465
147.171	30.457	543.409	177.881	63.691	-24.143
147.324	29.539	543.696	177.769	63.907	-23.749
147.482	28.613	543.979	177.675	64.116	-23.452
147.573	27.722	544.297	177.649	64.354	-23.142
147.590	26.754	544.620	177.562	64.570	-22.625
147.628	25.951	544.894	177.505	64.737	-22.354
147.679	25.260	545.194	177.470	64.948	-21.978
147.619	24.638	545.575	177.433	65.107	-21.537
147.493	24.036	545.845	177.402	65.236	-21.312
147.359	23.549	546.095	177.384	65.455	-20.907
147.144	23.097	546.368	177.355	65.573	-20.541
146.870	22.763	546.649	177.361	65.630	-20.339
146.578	22.499	546.950	177.345	65.772	-19.970
146.194	22.211	547.234	177.386	65.849	-19.569
145.773	21.976	547.518	177.361	65.905	-19.381
145.278	21.779	547.759	177.411	66.050	-18.954
144.778	21.668	548.014	177.454	66.082	-18.609
144.227	21.575	548.277	177.437	66.079	-18.450
143.587	21.513	548.445	177.491	66.176	-18.150
142.936	21.491	548.687	177.553	66.205	-17.854
142.246	21.481	548.935	177.602	66.181	-17.616
141.506	21.475	549.202	177.631	66.199	-17.415
140.709	21.537	549.365	177.722	66.244	-17.063
139.933	21.615	549.544	177.802	66.210	-16.769
