-89.945	17.325	563.296	-3.974	57.282	1.286
-89.777	17.827	563.355	-3.652	57.318	1.316
-89.612	18.314	563.436	-3.375	57.280	1.370
-89.401	18.806	563.557	-3.120	57.336	1.483
-89.145	19.336	563.658	-2.913	57.288	1.548
-88.892	19.853	563.777	-2.739	57.175	1.641
-88.592	20.377	563.940	-2.582	57.017	1.711
-88.277	20.896	564.125	-2.469	56.812	1.786
-87.900	21.462	564.325	-2.413	56.604	1.871
-87.525	22.021	564.521	-2.327	56.446	2.034
-87.117	22.558	564.736	-2.324	56.233	2.133
-86.694	23.094	564.972	-2.370	55.957	2.255
-86.220	23.626	565.224	-2.421	55.654	2.360
-85.724	24.195	565.339	-2.671	55.419	2.431
-85.212	24.744	565.593	-2.796	55.093	2.539
-84.660	25.280	565.860	-2.935	54.778	2.691
-84.100	25.778	566.127	-3.106	54.453	2.818
-83.539	26.271	566.418	-3.273	54.194	2.962
-82.972	26.733	566.673	-3.456	53.910	3.081
-82.361	27.194	566.949	-3.693	53.604	3.206
-81.751	27.638	567.226	-3.970	53.289	3.334
-81.134	28.052	567.504	-4.228	53.013	3.457
-80.539	28.439	567.773	-4.533	52.707	3.569
-79.914	28.791	568.044	-4.815	52.439	3.704
-79.295	29.091	568.343	-5.137	52.178	3.822
-78.663	29.405	568.593	-5.484	51.911	3.946
-78.074	29.676	568.851	-5.843	51.663	4.088
-77.452	29.905	569.109	-6.175	51.443	4.223
-76.858	30.090	569.397	-6.514	51.257	4.340
-76.257	30.260	569.643	-6.840	51.069	4.457
-75.677	30.383	569.879	-7.195	50.882	4.567
-75.115	30.477	570.107	-7.531	50.748	4.686
-74.525	30.517	570.382	-7.870	50.630	4.795
-73.980	30.560	570.558	-8.196	50.530	4.897
-73.430	30.567	570.760	-8.517	50.437	5.009
-72.932	30.542	570.968	-8.834	50.400	5.110
-72.405	30.490	571.175	-9.142	50.398	5.223
-71.916	30.405	571.357	-9.427	50.405	5.304
-71.448	30.270	571.504	-9.695	50.434	5.396
-70.997	30.130	571.624	-9.939	50.495	5.500
-70.592	29.948	571.752	-10.191	50.594	5.582
-70.194	29.736	571.878	-10.446	50.684	5.632
-69.825	29.502	571.958	-10.640	50.816	5.688
-69.488	29.249	572.029	-10.850	50.991	5.708
-69.160	28.985	572.099	-11.047	51.157	5.705
-68.870	28.687	572.139	-11.206	51.331	5.717
-68.600	28.363	572.177	-11.340	51.540	5.730
-68.374	28.048	572.199	-11.500	51.778	5.733
-68.149	27.686	572.216	-11.607	51.998	5.743
-67.988	27.325	572.232	-11.723	52.225	5.738
-67.822	26.951	572.220	-11.816	52.461	5.730
-67.732	26.558	572.166	-11.889	52.725	5.726
-67.664	26.185	572.135	-11.947	52.982	5.694
-67.614	25.738	572.084	-11.967	53.247	5.663
-67.594	25.344	572.022	-11.977	53.521	5.635
-67.629	24.919	571.952	-11.986	53.775	5.612
-67.667	24.488	571.859	-11.967	54.064	5.578
-67.733	24.043	571.759	-11.939	54.343	5.541
-67.813	23.624	571.659	-11.854	54.652	5.490
-67.932	23.201	571.569	-11.757	54.977	5.457
-68.074	22.789	571.452	-11.635	55.288	5.386
-68.231	22.381	571.335	-11.492	55.627	5.317
-68.431	21.960	571.214	-11.345	55.922	5.290
-68.627	21.545	571.120	-11.166	56.243	5.260
-68.860	21.143	570.938	-10.987	56.533	5.199
-69.125	20.749	570.774	-10.789	56.826	5.150
-69.417	20.337	570.608	-10.584	57.128	5.067
-69.728	19.943	570.439	-10.380	57.401	5.004
-70.024	19.575	570.289	-10.142	57.675	4.924
-70.360	19.217	570.129	-9.895	57.941	4.869
-70.700	18.880	569.974	-9.669	58.195	4.797
-71.072	18.564	569.779	-9.419	58.462	4.744
-71.425	18.278	569.604	-9.171	58.675	4.678
-71.789	17.974	569.430	-8.900	58.896	4.591
-72.150	17.724	569.261	-8.632	59.114	4.532
-72.539	17.453	569.091	-8.358	59.317	4.458
-72.916	17.225	568.915	-8.094	59.502	4.363
-73.287	17.026	568.718	-7.807	59.695	4.292
-73.663	16.821	568.510	-7.535	59.872	4.212
-74.049	16.648	568.300	-7.246	60.042	4.090
-74.423	16.513	568.115	-7.001	60.200	3.978
-74.790	16.367	567.905	-6.738	60.334	3.855
-75.148	16.256	567.666	-6.488	60.499	3.705
-75.508	16.165	567.435	-6.254	60.616	3.559
-75.864	16.126	567.229	-6.030	60.699	3.435
-76.188	16.106	567.006	-5.804	60.782	3.295
-76.517	16.103	566.772	-5.572	60.849	3.147
-76.850	16.116	566.533	-5.359	60.915	3.014
-77.138	16.146	566.310	-5.206	60.924	2.859
-77.401	16.215	566.096	-5.003	61.001	2.694
-77.695	16.306	565.880	-4.786	61.072	2.515
-77.956	16.421	565.628	-4.617	61.127	2.318
-78.186	16.558	565.405	-4.466	61.104	2.129
-78.419	16.713	565.210	-4.308	61.070	1.954
-78.661	16.878	564.977	-4.196	61.019	1.775
-78.863	17.052	564.769	-4.118	60.904	1.599
-79.046	17.277	564.582	-4.004	60.860	1.430
-79.213	17.505	564.422	-3.908	60.789	1.217
-79.361	17.735	564.249	-3.834	60.664	1.046
-79.544	17.983	564.038	-3.791	60.524	0.894
-79.684	18.247	563.870	-3.737	60.372	0.731
-79.779	18.530	563.730	-3.730	60.159	0.533
-79.877	18.806	563.577	-3.692	60.036	0.336
-79.985	19.091	563.449	-3.653	59.890	0.173
-80.054	19.409	563.250	-3.641	59.733	0.017
-80.124	19.702	563.100	-3.636	59.540	-0.145
-80.180	19.993	562.965	-3.672	59.364	-0.325
-80.223	20.279	562.855	-3.655	59.264	-0.441
-80.283	20.495	562.741	-3.636	59.211	-0.621
-80.343	20.663	562.597	-3.598	59.162	-0.747
-80.422	20.802	562.427	-3.565	59.156	-0.869
-80.495	20.906	562.308	-3.551	59.097	-1.015
-80.554	20.937	562.198	-3.542	59.057	-1.110
-80.629	20.943	562.086	-3.533	59.040	-1.223
-80.686	20.931	562.000	-3.584	58.970	-1.300
-80.746	20.914	561.912	-3.563	58.972	-1.376
-80.786	20.900	561.839	-3.544	58.996	-1.457
-80.819	20.898	561.780	-3.526	59.044	-1.528
-80.831	20.902	561.685	-3.501	59.101	-1.619
-80.839	20.911	561.580	-3.471	59.166	-1.685
-80.831	20.920	561.515	-3.479	59.200	-1.762
-80.823	20.907	561.434	-3.458	59.228	-1.817
-80.815	20.915	561.368	-3.454	59.253	-1.894
-80.826	20.897	561.299	-3.458	59.295	-1.947
-80.836	20.883	561.231	-3.441	59.315	-2.011
-80.863	20.865	561.160	-3.417	59.346	-2.065
-80.887	20.854	561.115	-3.439	59.340	-2.112
-80.907	20.847	561.059	-3.406	59.359	-2.166
-80.915	20.835	561.016	-3.393	59.376	-2.216
-80.933	20.854	560.975	-3.364	59.390	-2.239
-80.938	20.869	560.921	-3.328	59.411	-2.320
-80.939	20.914	560.895	-3.272	59.414	-2.345
-80.936	20.964	560.871	-3.240	59.433	-2.383
-80.927	21.022	560.822	-3.212	59.445	-2.405
-80.932	21.106	560.749	-3.177	59.445	-2.427
-80.922	21.167	560.725	-3.137	59.424	-2.471
-80.897	21.248	560.704	-3.108	59.414	-2.501
-80.877	21.322	560.683	-3.081	59.401	-2.532
-80.841	21.397	560.676	-3.068	59.395	-2.547
-80.794	21.462	560.682	-3.058	59.384	-2.562
-80.733	21.525	560.676	-3.045	59.353	-2.556
-80.686	21.591	560.683	-3.043	59.331	-2.566
-80.609	21.654	560.705	-3.066	59.299	-2.570
-80.530	21.720	560.727	-3.085	59.274	-2.560
-80.450	21.788	560.775	-3.113	59.237	-2.549
-80.369	21.857	560.825	-3.163	59.195	-2.517
-80.253	21.907	560.926	-3.221	59.141	-2.495
-80.161	21.968	560.990	-3.264	59.108	-2.452
-80.037	22.006	561.053	-3.327	59.048	-2.414
-79.923	22.051	561.118	-3.381	58.999	-2.380
-79.802	22.083	561.170	-3.459	58.968	-2.332
-79.660	22.122	561.249	-3.553	58.940	-2.269
-79.529	22.168	561.315	-3.610	58.913	-2.240
-79.378	22.196	561.391	-3.697	58.894	-2.194
-79.241	22.228	561.482	-3.786	58.871	-2.161
-79.110	22.250	561.545	-3.858	58.849	-2.088
-78.967	22.267	561.624	-3.922	58.839	-2.019
-78.830	22.275	561.687	-4.001	58.830	-1.961
-78.671	22.268	561.777	-4.033	58.884	-1.931
-78.520	22.251	561.892	-4.106	58.884	-1.891
-78.378	22.243	561.968	-4.192	58.890	-1.851
-78.255	22.230	562.030	-4.285	58.888	-1.808
-78.124	22.205	562.079	-4.372	58.894	-1.754
-77.993	22.182	562.140	-4.447	58.890	-1.727
-77.867	22.151	562.186	-4.524	58.910	-1.677
-77.748	22.132	562.233	-4.597	58.934	-1.643
-77.617	22.107	562.280	-4.663	58.967	-1.625
-77.501	22.084	562.339	-4.736	59.015	-1.582
-77.387	22.059	562.372	-4.790	59.062	-1.583
-77.289	22.035	562.404	-4.852	59.099	-1.567
-77.197	22.001	562.435	-4.902	59.154	-1.558
-77.122	21.968	562.451	-4.942	59.172	-1.542
-77.050	21.929	562.467	-4.995	59.197	-1.553
-76.978	21.913	562.471	-5.022	59.234	-1.544
-76.915	21.886	562.473	-5.060	59.255	-1.543
-76.857	21.873	562.477	-5.079	59.278	-1.560
-76.807	21.849	562.465	-5.151	59.230	-1.560
-76.759	21.848	562.468	-5.182	59.261	-1.562
-76.710	21.847	562.457	-5.190	59.274	-1.579
-76.699	21.861	562.445	-5.179	59.289	-1.599
